563|Формирование общеучебных умений учащихся начальной школы . Мастер - класс.|2008-12-11|45|250|500|300|250|880|20000|1400|160|2.8|0|9|1|0.8|2|0.7|70|3|0|20|20|0|25|0|0|10|10|10|7|3|10|0|10|155.61|197.62|0|0|0|0|0|27|42.01|0|8|6.39|447.06|902.56|12.89|35|3|257.87|40|0|0|1489.83|644.68|0|0|649|72|110|500|0|5000|0|4|1|0
564|Актуальные аспекты преподавания биологии в современной школе.|2009-01-19|45|250|500|320|250|880|20000|1400|160|4|0|25|1|0.8|2|0.7|100|3|3|20|20|0|25|0|0|10|10|10|10|3|10|0|10|1479.3|2248.82|0|0|0|0|0|27|769.52|0|9|13.71|1370.77|5067.42|50.67|40|10|1447.83|40|0|0|4381.55|3619.58|463.5|131.84|0|\N|110|500|0|5000|0|4|1|0
565|Путь длиною в 90 лет: из прошлого в будущее.|2009-02-06|45|250|500|320|250|880|20000|1400|160|4|0|20|1|0.8|2|0.7|100|3|3|20|20|0|25|0|0|10|10|10|10|3|10|0|10|1221.69|1855.41|0|0|0|0|0|27|633.72|0|9|11.25|1125.42|4173.16|41.73|40|9|1192.33|40|0|0|3580.99|2980.82|370.8|131.84|0|\N|110|500|0|5000|0|4|1|0
566|Контрольно-аналитическая деятельность в дошкольном образовательном учреждении.|2009-02-06|46|250|500|300|250|880|20000|1400|160|2|0|6|1|0.8|2|3|80|2|3|30|28|0|30|8|0|5|5|5|5|3|5|0|5|684.03|868.72|0|0|0|0|0|27|184.69|0|9|5.29|423.58|1809.22|22.62|\N|2|516.92|40|0|0|0|1292.3|0.14|1.67|490|82|110|500|0|5000|0|4|1|0
567|Интегрированное образование как условие включения воспитанников с ограниченными возможностями здоровья в современное развивающееся общество.|2009-02-06|46|250|500|300|250|880|20000|1400|160|4|0|23|1|0.8|2|3|100|3|3|25|25|0|30|2|0|5|5|5|4|3|5|0|5|2089.11|2653.17|1225|0|0|0|0|27|564.06|0|28|14.92|1491.85|7518.03|75.18|40|9|2148.01|40|1300|1664|5370.06|5370.02|459.26|135.61|2369|103|110|500|0|5000|0|4|1|0
570|Моделирование комплекса психолого-педагогических ресурсов по формированию социального опыта школьников средствами экологического образования.|2009-03-02|60|250|500|360|250|1100|20000|1780|160|4|160|104|13|0.8|2|3|100|7|5|25|25|0|30|7|0|5|5|5|5|3|5|10|5|10849.8|13779.3|1300|0|0|0|20|27|2929.45|5|28|79.16|7915.74|31043.2|310.43|\N|45|8048.25|35|0|0|0|22995|0.14|1.67|11128|107|110|500|0|5000|0|4|1|0
571|История немецкой  культуры в зеркале немецкого языка.|2009-03-02|50|250|500|700|250|1100|20000|1770|160|0.02|80|43|6|0.8|0|3|100|0|0|10|10|0|30|0|0|5|5|10|8|3|5|15|5|1889.42|2399.56|0|0|0|0|20|27|510.14|5|7|30.8|3080.42|7671.97|76.72|\N|17|2191.99|40|0|0|0|5479.97|0.14|1.67|4300|100|110|500|0|5000|0|4|1|0
572|Реализация социального опыта школьников в преобразовании экологической ситуации промышленного города.|2009-05-18|60|250|500|50|250|1100|20000|1770|160|0.02|0|28|1|0.8|2|3|70|3|3|20|20|0|30|0|0|5|3|5|3|3|5|0|5|1921.92|2440.84|1280|0|0|0|20|27|518.92|5|28|24.57|1720.17|7073.32|101.05|\N|8|1632.3|30|0|0|0|5441.01|0|0|2019|72|110|500|0|5000|0|4|1|0
573|Форум педагогического мастерства.|2009-05-20|60|250|500|780|250|1250|20000|1800|160|4|0|45|1|0.8|2|3|100|4|3|30|25|0|30|6|0|5|5|5|5|3|5|10|5|1376.58|1748.26|1460|0|0|0|20|27|371.68|5|30|22.22|2222.04|7602.42|76.02|\N|5|2172.12|40|0|0|0|5430.29|0|0|4680|104|110|500|0|5000|0|4|1|0
575|Ресурсный центр предпрофильной подготовки и профильного обучения: от модели к реализации.|2009-06-05|52|250|500|685|250|854|20000|1315|160|4|80|43|6|0.8|2|3|100|3|3|30|25|0|30|5|0|5|5|5|5|3|5|10|5|4842.34|6111.03|1249|0|0|0|20|26.2|1268.69|5|28|30.03|3003.21|14674.3|146.74|\N|18|2072.65|20|0|0|0|10363.2|0|0|4429|103|100|500|277|5000|18|4|172|12435.9
576|Управление системой оценки качества образования.|2009-06-22|55|250|500|350|250|1100|20000|1770|160|4|0|30|1|0.8|2|3|80|3|3|25|20|0|25|0|0|5|5|5|5|3|5|0|5|2362.5|3000.38|0|0|0|0|20|27|637.88|5|9|25.17|2013.6|7019.56|87.74|\N|10|2005.59|40|0|0|0|5013.97|0|0|2472|82|110|500|0|5000|0|4|1|0
577|Педагогическая система развивающего обучения Д.Б.Эльконина - В.В.Давыдова и тенденции современного образования.|2009-06-24|55|250|500|350|250|1100|20000|1770|160|4|0|33|5|0.8|2|3|80|3|3|25|20|0|25|0|0|5|5|5|5|3|5|0|5|2598.75|3279.62|0|0|0|0|20|26.2|680.87|5|9|27.61|2209.11|7684.22|96.05|\N|11|2195.49|40|0|0|0|5488.72|0|0|2719|82|110|500|0|5000|0|4|132|7684.22
578|Непрерывное художественное образование.|2009-06-25|52|250|500|302|250|854|20000|1315|160|4|0|19|1|0.8|2|3|80|4|3|30|25|0|30|0|0|5|5|5|5|3|5|0|5|1901.9|2400.2|0|0|0|0|20|26.2|498.3|5|8|14.93|1194.66|5302.42|66.28|\N|7|898.71|25|0|0|0|3594.85|0|0|1566|82|100|500|277|5000|18|4|76|4493.57
579|Теоретико-методологические основания формирования социального опыта школьников средствами экологического образования.|2009-08-27|55|250|500|720|250|1200|20000|1400|160|4|80|45|6|0.8|2|3|100|5|3|30|25|0|30|5|0|5|5|5|5|3|5|10|5|5067.56|6435.8|1300|0|0|0|20|27|1368.24|5|30|33.14|3313.92|14917.1|149.17|\N|19|3867.4|35|0|0|0|11049.7|0|0|4725|105|110|500|0|5000|0|4|1|0
580|Инструменты анализа данных в  электронных таблицах.|2009-09-08|52|250|500|306|250|1000|20000|1500|160|4|0|1|1|0.8|2|3|100|3|3|30|25|0|30|0|0|10|10|10|10|3|10|0|10|128.7|163.45|0|0|0|0|20|27|34.75|5|9|2.36|236.33|559.7|5.6|\N|1|159.91|40|0|0|0|399.78|0|0|1339|103|100|500|0|5000|0|4|4|559.7
581|Проектирование индивидуальной траектории обучения математике учащихся 5-6 классов.|2009-09-15|55|250|500|310|250|1000|20000|1500|160|6|0|18|1|0.8|2|6|100|3|3|25|20|0|35|0|0|10|5|5|5|3|5|0|5|1585.58|1997.82|1200|0|0|0|20|26|412.25|5|25|15.83|1583.26|6454.46|64.54|\N|8|1673.38|35|0|0|0|4781.08|0|0|1854|103|110|500|0|5000|0|4|72|6454.46
582|Гуманная педагогика как открытая творческая система.|2009-09-23|52|250|500|310|250|858|20000|1315|160|13|0|23|1|0.8|2|3|70|5|3|30|20|0|30|0|0|5|5|5|4|3|5|0|5|2048.15|2584.77|0|0|0|0|20|26.2|536.62|5|8|18.78|1314.91|5752.02|82.17|\N|7|974.92|25|0|0|0|3899.67|0|0|1658|72|100|500|277|5000|18|4|92|4874.59
583|Психъология -это не то. что вы ждете|2009-09-23|65|250|500|380|250|1015|20000|1990|160|0.02|0|29|1|0.8|2|3|200|3|0|30|25|0|35|0|0|10|5|10|5|3|10|0|10|3445.2|4485.65|0|0|0|0|20|30.2|1040.45|5|7|18.38|3675.06|13000|65|\N|24|2856.25|35|0|0|0|8160.7|0|0|1|1|150|500|381|5000|18|4|116|11017
584|Автореферат Социально-педагогическая поддержка младших школьников из дисфункциональных семей.|2009-11-24|52|250|500|304|250|850|20000|1315|160|14|0|6|1|0.8|2|3|101|10|3|25|25|35|0|20|0|10|10|10|5|3|10|0|10|801.9|1012|0|0|0|0|20|26.2|210.1|5|1|5.61|566.45|2607.6|25.82|\N|3|631.38|40|0|0|0|1578.45|0|0|697|116|100|500|280|5000|18|4|24|2209.83
585|Сборник методических работ преподавателей детских школ искусств и детских музыкальных школ.|2009-12-14|52|250|500|306|250|854|20000|1335|160|12|0|25|1|0.8|2|3|60|4|3|20|20|0|25|0|0|10|5|7|5|3|5|0|5|1837.5|2318.93|0|0|0|0|20|26.2|481.43|5|8|21.51|1290.48|5749.78|95.83|\N|6|1263.29|35|0|0|0|3609.4|0|0|1575|63|100|500|277|5000|18|4|100|4872.7
586|Социально-педагогическая поддержка младших школьников из дисфункциональных  семей.|2009-12-25|0.01|250|500|310|250|1200|20000|1500|160|11|0|1|1|0.8|2|4|30|3|3|15|10|0|20|0|0|10|5|5|5|3|5|0|5|43.5|54.81|0|0|0|0|20|26|11.31|5|0|2.75|82.35|185.17|6.17|\N|1|48.01|35|0|0|0|137.16|0|0|185|31|110|500|0|5000|0|4|4|185.17
587|Комплексный медико-психолого-педагогический мониторинг состояния здоровья и развития детей в условиях дошкольных образовательных учреждений.|2010-01-19|52|250|500|306|250|858|20000|1315|160|50.02|0|18|1|0.8|3|3|200|3|3|30|28|0|35|0|0|10|10|10|8|3|10|0|10|2452.36|3094.87|1320|0|0|0|20|26.2|642.52|5|27|9.8|1959.32|10530.2|52.65|\N|15|2549.68|40|0|0|0|6374.19|0|0|3816|206|100|500|277|5000|18|4|72|8923.87
588|Приложение №3 к комплексному медико-психолого-педагогическому мониторингу.|2010-01-21|52|250|500|306|250|860|20000|1315|160|0|0|28|1|0.8|2|3|173|5|3|20|20|0|35|20|0|10|8|10|0|0|10|0|0|2503.87|3159.89|0|0|0|0|20|26.2|656.01|5|0|15.18|2625.65|9557.71|55.25|\N|20|2314.22|40|0|0|0|5785.53|0|0|9719|178|100|500|277|5000|18|4|112|8099.75
591|Единый государственный экзамен.Все решают только знания.|2010-02-17|52|250|500|250|250|854|20000|1315|160|80|0|6|1|0.8|3|3|700|5|3|35|35|0|35|20|0|40|20|30|20|3|30|0|30|2109.24|2661.86|0|0|0|0|20|26.2|552.62|5|8|3.4|2383.13|8334.32|11.91|\N|17|2017.99|40|0|0|0|5044.98|0|0|4326|721|100|500|277|5000|18|4|24|7062.98
592|Теоретические и практические основы экологии.|2010-02-26|110|500|500|390|250|1200|20000|1500|160|80|0|27|1|0.8|2|6|200|3|3|30|25|0|30|0|0|10|10|10|7|3|10|0|10|3762|4747.64|0|0|0|0|20|26.2|985.64|5|9|17.52|3504.53|11553|63.54|\N|11|3300.87|40|0|0|0|8252.17|0|0|5562|206|110|500|326|5000|10|4|108|0
593|Теоретические и практические основы экологии.|2010-02-26|110|500|500|390|250|1200|20000|1500|160|0.02|0|27|1|0.8|2|3|200|3|3|35|30|0|30|0|0|10|5|10|5|3|5|0|5|3675.12|4638|0|0|10|0|20|26.2|962.88|5|9|15.81|3161.09|10918.7|60.05|\N|11|3119.64|40|0|0|0|7799.09|0|0|0|0|110|500|326|5000|10|4|108|0
594|Координационный план работы комитета образования  и науки администрации города Новокузнецка и института повышения квалификации на 2009-2010 учебный год.|2010-03-01|52|250|500|685|250|854|20000|1315|160|0.02|80|44|6|0.8|2|3|300|3|3|25|20|0|25|0|0|10|5|7|5|3|7|20|8|4257|5372.33|0|0|10|0|20|26.2|1115.33|5|65|21.14|6341.75|17969.4|59.9|\N|53|3514.23|30|0|0|0|11714.1|0|0|0|0|100|500|277|5000|18|4|176|15228.3
595|Автореферат Социально-педагогическая поддержка младших школьников из дисфункциональных семей.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|6|1|0.8|2|3|30|3|3|20|0|0|30|0|0|5|5|5|5|3|5|0|5|218.4|275.62|0|0|10|0|20|26.2|57.22|5|0|9.67|290.25|934.81|31.16|\N|1|226.35|40|0|0|0|565.86|0|0|0|0|100|500|277|5000|18|4|24|792.21
596|Акмеологическое консультирование.|2010-03-01|52|250|500|685|250|854|20000|1315|160|0.02|80|44|6|0.8|2|3|200|3|3|25|25|0|25|0|0|7|5|5|5|3|5|15|5|4317.5|5448.69|1350|0|10|0|20|26.2|1131.19|5|42|23.59|4718.89|19027|95.14|\N|36|4607.03|40|0|0|0|11517.6|0|0|0|0|100|500|277|5000|18|4|176|16124.6
597|План работы МАОУ ДПО ИПК на 2009-2010 уч.год.Модуль1.Повышение квалификации и профессиональная переподготовка.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|24|1|0.8|2|3|50|5|3|10|10|0|25|0|0|5|3|5|5|3|5|0|5|828|1044.94|0|0|10|0|20|26.2|216.94|5|0|23.29|1164.73|2998.51|59.97|\N|5|331.45|15|0|0|0|2209.66|0|0|0|0|100|500|277|5000|18|4|96|2541.11
598|План работы МАОУ ДПО ИПК на 2009=2010 уч.год. Модуль2.Научно-методическое сопровождение деятельности муниципальной системы образования.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|12|1|0.8|2|3|50|3|3|10|10|0|25|0|0|7|5|5|5|3|5|0|5|426|537.61|0|0|10|0|20|26.2|111.61|5|0|12.82|641.17|1599.61|31.99|\N|3|176.82|15|0|0|0|1178.78|0|0|0|0|100|500|277|5000|18|4|48|1355.6
599|План работы МАОУ ДПО ИПК на 2009-2010 уч. год.Модуль 3.Инновационные проекты муниципальной системы образования.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|28|1|0.8|2|3|40|3|3|6|5|0|15|0|0|5|3|5|4|3|5|0|5|478.17|603.45|0|0|10|0|20|26.2|125.28|5|0|31.19|1247.4|2402.41|60.06|\N|5|185.09|10|0|0|0|1850.85|0|0|0|0|100|500|277|5000|18|4|112|2035.94
600|План работы МАОУ ДПО ИПК на 2009-2010 уч. год.Модуль 4.Редакционно-издательская деятельность института и деятельность библиотеки.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|5|1|0.8|2|3|30|3|3|10|8|0|0|15|0|5|5|5|4|3|5|0|5|141.8|178.95|0|0|10|0|20|26.2|37.15|5|0|8.62|258.53|593.65|19.79|\N|1|65.62|15|0|0|0|437.47|0|0|0|0|100|500|277|5000|18|4|20|503.09
601|План работы МАОУ ДПО ИПК  на 2009=2010 уч. год.Модуль 5.Городской музей образования как учебно-культурный цент|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|4|1|0.8|2|3|30|3|3|5|5|0|10|0|0|5|3|5|3|3|5|0|5|58.08|73.3|0|0|10|0|20|26.2|15.22|5|0|7.56|226.81|389.54|12.98|\N|1|30.01|10|0|0|0|300.1|0|0|0|0|100|500|277|5000|18|4|16|330.11
602|Региональная система дошкольного образования.Сенсорное воспитание детей в адаптивном Монтессори-образовательном пространстве.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|17|1|0.8|2|3|500|6|3|35|35|0|35|5|0|30|15|25|10|3|20|0|25|4132.72|5215.49|1350|0|10|0|20|26.2|1082.77|5|42|7.84|3920|17322|34.64|\N|34|4194.2|40|0|0|0|10485.5|0|0|0|0|100|500|277|5000|18|4|68|14679.7
603|Техника безопасности и охрана труда по БЖД.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|20|1|0.8|2|3|100|3|3|25|20|0|30|0|0|10|8|6|5|3|10|0|5|1801.8|2273.87|0|0|10|0|20|26.2|472.07|5|21|13.44|1344.27|5977.18|59.77|\N|8|1447.26|40|0|0|0|3618.14|0|0|0|0|100|500|277|5000|18|4|80|5065.4
604|Новая школа как стратегия развития муниципальной системы образования.|2010-03-01|52|250|500|685|250|854|20000|1315|160|0.02|80|61|8|0.8|2|3|110|5|3|20|20|0|30|0|0|10|5|6|5|3|5|15|5|5106.92|6444.93|1380|0|10|0|20|26.2|1338.01|5|42|39.18|4309.7|20046.4|182.24|\N|27|4853.85|40|0|0|0|12134.6|0|0|0|0|100|500|277|5000|18|4|244|16988.5
605|Задачник по терминомике (основам экономики и права).|2010-03-01|52|250|500|685|250|854|20000|1315|160|0.02|92|84|11|0.8|2|3|200|5|3|18|15|0|25|0|0|5|5|5|5|3|5|15|5|5370.75|6777.89|1350|0|10|0|20|26.2|1407.14|5|42|42.23|8446.07|26402.3|132.01|\N|68|5800.88|35|0|0|0|16574|0|0|0|0|100|500|277|5000|18|4|336|22374.8
606|Мультимедийный урок в современной школе:интеграция педагогических и информационных технологий.|2010-03-01|52|250|500|685|250|854|20000|1315|160|0.02|96|44|6|0.8|2|3|250|5|3|35|30|0|35|0|0|15|4|10|10|3|10|20|10|7683.39|9696.44|1350|0|10|0|20|26.2|2013.05|5|42|22.36|5588.78|27481.4|109.93|\N|44|6654.09|40|0|0|0|16635.2|0|0|0|0|100|500|277|5000|18|4|176|23289.3
607|План график образовательных услуг МАОУ ДПО ИПК  на 2010 год(1 полугодие).|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|24|1|0.8|2|3|200|3|3|20|20|0|30|0|0|5|5|5|5|3|5|0|5|1747.2|2204.97|0|0|10|0|20|26.2|457.77|5|20|12.55|2510.83|6955.8|34.78|\N|20|1178.95|25|0|0|0|4715.79|0|0|0|0|100|500|277|5000|18|4|96|5894.74
608|Проблемное обучение русскому языку и литературе в жанрах педагогической речи.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|22|1|0.8|2|3|150|3|3|28|25|0|35|0|0|10|5|5|5|3|5|0|5|2282.45|2880.45|1350|0|10|0|20|26.2|598|5|42|12.79|1919.01|10158.9|67.73|\N|14|2459.78|40|0|0|0|6149.45|0|0|0|0|100|500|277|5000|18|4|88|8609.24
609|Организационно-методические подходы к инновационной деятельности педагога.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|31|4|0.8|2|3|300|3|3|35|30|0|30|0|0|10|8|10|7|3|8|0|8|4322.18|5454.58|1360|0|10|0|20|26.2|1132.41|5|42|14.14|4240.75|18263.4|60.88|\N|38|4422.14|40|0|0|0|11055.3|0|0|0|0|100|500|277|5000|18|4|124|15477.5
610|Терапия творческим самовыражением:практическая психология.|2010-03-01|52|250|500|306|250|854|20000|1315|160|0.02|0|23|1|0.8|2|3|150|5|3|28|25|0|30|0|0|10|6|7|5|3|6|0|6|2377.05|2999.84|1350|0|10|0|20|26.2|622.79|5|42|13.23|1984.73|10464.7|69.76|\N|14|2533.83|40|0|0|0|6334.56|0|0|0|0|100|500|277|5000|18|4|92|8868.39
611|\N|2010-03-01|55|250|500|750|250|1200|20000|1500|160|0.02|80|43|6|0.8|2|3|100|3|3|27|25|0|30|2|0|5|5|5|5|3|6|10|5|4832.47|6098.57|1230|0|10|0|20|26.2|1266.11|5|28|32.63|3263.09|14563.5|202.27|\N|18|2647.92|25|0|0|0|10591.7|0|0|0|0|110|500|362|5000|10|4|172|13239.6
612|Педагогическая система развивающего обучения Д.Б.Эльконина- В.В.Давыдова и тенденции современного образования.|2010-03-01|52|250|500|304|250|850|20000|1315|160|0.02|0|33|5|0.8|2|3|80|6|3|25|20|0|25|0|0|5|5|5|5|3|5|0|5|2598.75|3279.62|0|0|10|0|20|26.2|680.87|5|8|24.3|1943.66|7704.34|96.3|\N|11|1305.82|25|0|0|0|5223.27|0|0|0|0|100|500|277|5000|18|4|132|6529.1
613|Вопросы,задания и тесты к программе Теория и практика управления образовательным учреждением.|2010-03-02|52|250|500|306|250|854|20000|1315|160|0.02|0|14|1|0.8|2|3|100|3|3|30|25|0|35|0|0|10|5|8|5|3|8|0|8|1600.83|2020.25|0|0|10|0|20|26.2|419.42|5|21|10.08|1007.85|5002.42|50.02|\N|6|1211.24|40|0|0|0|3028.09|0|0|0|0|100|500|277|5000|18|4|56|4239.34
614|Здоровьесберегающая деятельность учителя на уроке (дополнительный тираж).|2010-03-02|52|250|500|306|250|854|20000|1135|160|0.02|0|18|1|0.8|2|3|100|3|3|15|15|0|10|0|0|5|5|5|5|3|5|0|5|871.83|1100.25|0|0|10|0|20|26.2|228.42|5|3|12.28|1228.38|3846.89|38.47|\N|8|931.45|40|0|0|0|2328.62|0|0|0|0|100|500|277|5000|18|4|72|3260.08
615|Ресурсный центр предпрофильной подготовки и профильного обучения:от модели к реализации.|2010-03-02|52|250|500|685|250|854|20000|1315|160|0.02|80|43|6|0.8|2|3|100|3|3|30|25|0|30|5|0|5|5|5|5|3|5|10|5|4842.34|6111.03|1249|0|10|0|20|26.2|1268.69|5|27|30.03|3003.21|14674.3|146.74|\N|18|2072.65|20|0|0|0|10363.2|0|0|0|0|100|500|277|5000|18|4|172|12435.9
616|Школа информационной культуры:интеграция проектного менеджмента и информационно-коммуникационных технологий.|2010-03-03|52|250|500|306|250|854|20000|1315|160|0.02|0|28|1|0.8|2|3|200|3|3|20|20|0|25|0|0|5|5|5|5|3|5|0|5|1960|2473.52|1350|0|10|0|20|26.2|513.52|5|40|14.31|2861.14|10254.3|51.27|\N|23|2005.4|30|0|0|0|6684.65|0|0|0|0|100|500|277|5000|18|4|112|8690.06
617|Здоровьесберегающая деятельность учителя на уроке.|2010-03-04|52|250|500|306|250|854|20000|1315|160|0.02|0|18|1|0.8|2|3|100|3|3|25|20|0|25|0|0|10|5|7|5|3|5|0|5|1488.38|1878.33|0|0|10|0|20|26.2|389.95|5|3|12.69|1268.88|5199.19|51.99|\N|8|1258.88|40|0|0|0|3147.2|0|0|0|0|100|500|277|5000|18|4|72|4406.09
618|Здоровьесберегающая деятельность педагога дошкольного образовательного учреждения..|2010-03-04|52|250|500|306|250|854|20000|1315|160|0.02|0|29|1|0.8|2|3|200|3|3|30|25|0|30|0|0|10|5|8|7|3|10|0|10|3400.54|4291.48|0|0|10|0|20|26.2|890.94|5|8|14.81|2962.5|11983.6|59.92|\N|24|2901.59|40|0|0|0|7253.97|0|0|0|0|100|500|277|5000|18|4|116|10155.6
619|Сборник методических работ преподавателей детских школ искусств и детских музыкальных школ.|2010-03-04|52|250|500|306|250|855|20000|1335|160|0.02|0|25|1|0.8|2|3|60|4|3|20|20|0|25|0|0|10|5|7|5|3|5|0|5|1837.5|2318.93|0|0|10|0|20|26.2|481.43|5|8|21.51|1290.64|5750.03|95.83|\N|6|1263.35|35|0|0|0|3609.56|0|0|0|0|100|500|277|5000|18|4|100|4872.91
620|Инструменты анализа данных в электронных таблицах.|2010-03-04|50|250|500|300|250|850|20000|1100|160|0.02|0|13|1|0.8|2|3|100|2|2|30|25|0|30|0|0|10|10|10|10|3|10|0|10|1673.1|2111.45|0|0|10|0|20|26.2|438.35|5|9|9.08|907.87|4453.5|44.54|\N|6|754.83|25|0|0|0|3019.32|0|0|0|0|100|500|277|5000|18|4|52|3774.15
621|Проектирование индивидуальной траектории обучения математике учащихся 5-6 классов.|2010-03-04|52|250|500|305|250|850|20000|1315|160|0.02|0|18|1|0.8|2|3|100|3|3|25|20|0|35|0|0|10|5|5|5|3|5|0|5|1585.58|2001|1060|0|10|0|20|26.2|415.42|5|27|12.68|1267.7|6640.21|66.4|\N|8|1298.61|30|0|0|0|4328.69|0|0|0|0|100|500|277|5000|18|4|72|5627.3
622|Формирование представлений о времени у детей дошкольного возраста.|2010-03-04|65|250|500|780|250|860|20000|1360|160|0.02|80|56|7|0.8|2|3|200|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1380|0|10|0|20|26.2|0|5|41|31.91|6382.19|12823.1|64.12|\N|45|3104.88|40|0|0|0|7762.19|0|0|0|0|140|500|277|5000|18|4|224|10867.1
623|Реализация социального опыта школьников в преобразовании экологической ситуации промышленного города.|2010-03-04|52|250|500|306|250|854|20000|1315|160|0.02|0|28|1|0.8|2|3|70|3|3|20|20|0|30|0|0|5|3|5|3|3|5|0|5|1921.92|2425.46|1040|0|10|0|20|26.2|503.54|5|27|21.85|1529.31|7072.6|101.04|\N|8|998.95|20|0|0|0|4994.77|0|0|0|0|100|500|277|5000|18|4|112|5993.73
